order_id,user_id,order_timestamp,total_amount,item_count,shipping_fee,discount,status
2024,14710,2025-07-13 03:37:38.669820,693.97,3,0.0,0.0,completed
2025,20658,2025-07-13 06:48:00.259063,178.77,1,4.99,17.88,completed
2026,18240,2025-07-13 07:45:39.554147,119.41,1,9.99,11.94,shipped
2027,8407,2025-07-13 14:11:23.227317,194.83,1,9.99,0.0,shipped
2028,20107,2025-07-13 18:04:30.567253,261.39,2,9.99,0.0,completed
2029,4745,2025-07-13 21:37:50.513800,188.15,1,4.99,28.22,completed
2030,20796,2025-07-13 22:41:17.421605,900.28,4,0.0,90.03,completed
2031,15662,2025-07-14 13:33:04.254904,616.09,2,4.99,61.61,completed
2032,4259,2025-07-14 13:41:07.086726,845.46,4,4.99,0.0,completed
2033,16466,2025-07-14 16:58:44.360179,311.82,2,0.0,0.0,returned
2034,13798,2025-07-14 17:44:50.447373,478.4,3,4.99,47.84,completed
2035,22062,2025-07-14 18:40:58.671607,474.02,2,9.99,47.4,completed
2036,7854,2025-07-14 19:01:09.830043,266.26,1,4.99,39.94,cancelled
2037,18887,2025-07-15 01:41:25.795337,838.96,5,4.99,0.0,completed
2038,4105,2025-07-15 04:51:17.812742,386.61,3,0.0,0.0,completed
2039,1978,2025-07-15 10:14:00.190260,115.13,1,0.0,23.03,cancelled
2040,9753,2025-07-15 16:50:14.797617,1074.21,5,9.99,214.84,completed
2041,19589,2025-07-15 19:49:05.210546,177.87,2,4.99,35.57,completed
2042,18356,2025-07-15 21:53:43.443437,502.64,3,9.99,0.0,completed
2043,4877,2025-07-16 03:01:18.225796,511.38,3,0.0,0.0,completed
2044,13453,2025-07-16 05:09:00.807008,812.59,4,0.0,81.26,shipped
2045,14425,2025-07-16 05:42:12.748298,72.75,1,0.0,14.55,completed
2046,13189,2025-07-16 07:21:04.629941,534.63,2,0.0,0.0,completed
2047,1391,2025-07-16 09:48:56.839187,1012.41,5,9.99,0.0,completed
2048,14154,2025-07-16 13:36:52.950969,1090.83,5,4.99,218.17,completed
2049,10942,2025-07-16 16:16:03.567683,644.05,3,9.99,0.0,completed
2050,10496,2025-07-16 17:10:21.567246,1082.71,4,0.0,162.41,cancelled
2051,4552,2025-07-16 19:51:01.244230,447.28,5,0.0,67.09,completed
2052,11046,2025-07-16 21:51:41.062066,19.49,1,4.99,2.92,completed
2053,12312,2025-07-17 04:10:19.566070,1159.69,5,9.99,0.0,cancelled
2054,2855,2025-07-17 04:19:31.260261,30.81,1,9.99,3.08,completed
2055,468,2025-07-17 05:39:09.959439,664.52,4,4.99,132.9,completed
2056,24724,2025-07-17 06:13:44.038694,646.77,4,9.99,0.0,shipped
2057,3579,2025-07-17 07:55:39.565869,1014.63,5,0.0,152.19,completed
2058,12631,2025-07-17 09:51:35.178757,772.23,4,0.0,154.45,completed
2059,20678,2025-07-17 10:00:29.642550,611.32,4,4.99,122.26,completed
2060,4164,2025-07-17 12:56:05.077905,1025.0,4,0.0,102.5,completed
2061,3100,2025-07-17 14:29:57.913800,311.75,1,9.99,0.0,completed
2062,7377,2025-07-17 20:23:20.690935,947.01,5,9.99,0.0,shipped
2063,9108,2025-07-18 03:16:18.473251,189.14,1,0.0,0.0,completed
2064,17850,2025-07-18 08:57:16.260398,280.23,1,4.99,0.0,cancelled
2065,11309,2025-07-18 09:26:39.176948,242.25,1,0.0,0.0,completed
2066,18424,2025-07-18 18:23:58.772643,749.97,4,9.99,75.0,completed
2067,2212,2025-07-18 18:41:17.090338,201.3,1,4.99,0.0,cancelled
2068,19223,2025-07-18 19:50:09.232670,205.63,2,9.99,41.13,completed
2069,13262,2025-07-19 00:28:33.967225,754.29,4,9.99,0.0,shipped
2070,11946,2025-07-19 03:28:16.443242,518.29,3,9.99,0.0,completed
2071,11069,2025-07-19 06:53:43.598801,677.72,3,9.99,0.0,completed
2072,11089,2025-07-19 07:42:27.797750,378.62,2,9.99,75.72,completed
2073,13434,2025-07-19 10:06:20.766718,215.37,1,4.99,21.54,returned
2074,16279,2025-07-19 11:18:33.460635,381.55,2,9.99,0.0,completed
2075,6469,2025-07-19 15:44:26.705952,436.21,2,4.99,0.0,completed
2076,18915,2025-07-19 17:31:33.797656,738.78,4,0.0,73.88,cancelled
2077,1409,2025-07-19 22:09:33.194237,369.44,3,0.0,0.0,completed
2078,22300,2025-07-19 22:18:19.874473,95.19,1,9.99,9.52,completed
2079,17927,2025-07-19 23:24:05.733872,717.57,4,4.99,0.0,completed
2080,10835,2025-07-20 00:55:40.101809,1190.41,5,4.99,119.04,cancelled
2081,24077,2025-07-20 01:48:38.501017,179.66,1,9.99,0.0,returned
2082,13604,2025-07-20 02:23:37.991224,492.23,2,0.0,98.45,completed
2083,21451,2025-07-20 06:10:15.041243,452.64,2,9.99,90.53,completed
2084,21566,2025-07-20 08:17:59.576130,121.42,1,4.99,0.0,completed
2085,8215,2025-07-20 09:01:23.613987,685.88,4,9.99,102.88,shipped
2086,16808,2025-07-20 10:15:31.097856,956.17,4,4.99,0.0,completed
2087,18641,2025-07-20 12:32:59.554401,756.96,4,9.99,113.54,completed
2088,11267,2025-07-20 14:24:34.085442,912.79,5,9.99,136.92,completed
2089,22400,2025-07-20 15:37:53.661771,523.06,2,9.99,0.0,completed
2090,18708,2025-07-20 17:19:08.180082,196.64,1,0.0,39.33,shipped
2091,11221,2025-07-20 17:49:49.935571,678.3,4,0.0,101.74,completed
2092,12003,2025-07-21 05:54:14.616514,602.11,4,4.99,0.0,completed
2093,13868,2025-07-21 11:25:05.367079,177.58,1,0.0,17.76,completed
2094,7770,2025-07-21 11:52:42.515361,936.32,4,9.99,0.0,completed
2095,3334,2025-07-21 13:33:00.746469,651.17,5,0.0,0.0,completed
2096,24645,2025-07-21 23:59:35.598056,112.83,1,0.0,16.92,cancelled
2097,12276,2025-07-22 02:00:43.499629,558.73,2,4.99,55.87,completed
2098,13954,2025-07-22 03:04:13.146141,543.64,3,0.0,108.73,cancelled
2099,20473,2025-07-22 03:39:09.165460,924.57,4,9.99,184.91,completed
2100,23488,2025-07-22 03:40:07.992578,642.55,3,0.0,0.0,returned
2101,9928,2025-07-22 07:43:05.271849,773.83,3,4.99,0.0,completed
2102,1108,2025-07-22 10:09:35.922231,427.88,4,4.99,0.0,completed
2103,17077,2025-07-22 11:35:44.989444,440.59,3,0.0,0.0,completed
2104,13435,2025-07-22 15:24:21.530960,458.29,5,4.99,0.0,completed
2105,6280,2025-07-22 19:28:58.502511,297.88,1,9.99,29.79,completed
2106,13423,2025-07-22 22:29:42.718783,462.92,4,0.0,69.44,completed
2107,2617,2025-07-22 22:30:12.118367,111.33,1,0.0,0.0,cancelled
2108,2946,2025-07-23 01:23:26.078700,63.54,1,0.0,0.0,shipped
2109,251,2025-07-23 04:04:37.193245,235.27,1,4.99,0.0,returned
2110,24057,2025-07-23 05:46:55.284011,143.27,2,4.99,21.49,completed
2111,21413,2025-07-23 10:20:36.281705,294.13,3,0.0,29.41,completed
2112,4186,2025-07-23 11:34:47.864095,140.02,2,0.0,0.0,shipped
2113,2478,2025-07-23 14:45:53.425669,946.95,4,0.0,94.7,completed
2114,9083,2025-07-23 19:53:27.644536,93.13,1,9.99,0.0,completed
2115,10739,2025-07-24 04:08:44.858112,357.05,2,9.99,35.71,completed
2116,5122,2025-07-24 11:55:06.069998,693.51,4,9.99,69.35,returned
2117,12176,2025-07-24 13:32:08.973971,868.79,5,9.99,0.0,completed
2118,19792,2025-07-24 21:18:22.680176,125.15,1,4.99,18.77,completed
2119,18390,2025-07-24 22:15:04.611930,597.67,3,9.99,119.53,completed
2120,11461,2025-07-25 00:41:12.246177,764.92,3,9.99,76.49,cancelled
2121,8128,2025-07-25 02:41:44.082551,557.35,4,4.99,55.74,completed
2122,19494,2025-07-25 05:55:03.140177,483.13,3,4.99,48.31,completed
2123,12307,2025-07-25 06:35:02.734437,101.73,1,4.99,0.0,completed
2124,20068,2025-07-25 09:26:30.754332,594.61,5,4.99,0.0,completed
2125,24687,2025-07-25 16:36:53.433592,527.24,2,9.99,105.45,completed
2126,20033,2025-07-25 16:42:26.968333,975.59,5,9.99,97.56,shipped
2127,16599,2025-07-26 01:58:06.017232,439.39,3,9.99,87.88,completed
2128,16337,2025-07-26 04:41:36.794985,163.08,2,9.99,32.62,completed
2129,15606,2025-07-26 07:32:56.136487,361.64,5,9.99,36.16,completed
2130,23233,2025-07-26 11:18:25.049154,1130.23,5,4.99,169.53,completed
2131,12173,2025-07-26 11:41:42.354060,851.87,3,0.0,85.19,completed
2132,10165,2025-07-26 19:18:40.725773,297.51,1,0.0,29.75,completed
2133,2944,2025-07-26 21:21:38.417659,779.69,4,9.99,0.0,completed
2134,2182,2025-07-27 01:15:04.692194,1193.58,5,9.99,179.04,completed
2135,10579,2025-07-27 03:58:04.972248,138.31,1,0.0,0.0,completed
2136,9901,2025-07-27 04:32:22.344798,710.02,3,0.0,0.0,completed
2137,12811,2025-07-27 05:20:47.232462,295.24,1,0.0,59.05,completed
2138,17581,2025-07-27 08:13:02.799498,139.51,1,0.0,27.9,shipped
2139,11411,2025-07-27 12:12:03.733360,839.46,4,0.0,0.0,completed
2140,19383,2025-07-27 20:37:50.053313,1181.7,5,9.99,118.17,completed
2141,24693,2025-07-27 22:50:57.059395,1108.36,5,9.99,221.67,completed
2142,20174,2025-07-28 12:43:38.113651,382.92,2,4.99,38.29,completed
2143,1978,2025-07-28 14:52:06.179181,652.99,4,0.0,65.3,completed
2144,15678,2025-07-28 18:58:05.216425,297.88,1,4.99,0.0,completed
2145,24572,2025-07-28 22:42:59.566690,962.9,5,9.99,0.0,shipped
2146,23024,2025-07-29 01:51:55.155987,947.08,5,9.99,0.0,completed
2147,6472,2025-07-29 02:40:30.896763,635.99,3,4.99,95.4,completed
2148,24240,2025-07-29 06:39:56.100217,433.34,2,9.99,0.0,shipped
2149,11098,2025-07-29 12:03:14.335935,136.65,1,9.99,0.0,cancelled
2150,23084,2025-07-29 13:17:50.931576,658.29,5,9.99,0.0,completed
2151,2446,2025-07-29 14:08:19.030680,960.63,5,0.0,0.0,completed
2152,22216,2025-07-29 19:18:33.191439,493.44,3,4.99,98.69,completed
2153,15286,2025-07-29 19:36:51.448691,775.87,3,0.0,0.0,completed
2154,22607,2025-07-29 20:30:48.583852,561.22,3,0.0,56.12,cancelled
2155,165,2025-07-30 00:35:46.693121,119.45,1,0.0,17.92,completed
2156,17572,2025-07-30 01:08:11.301894,755.54,3,4.99,0.0,cancelled
2157,11662,2025-07-30 07:44:32.609458,668.99,3,9.99,100.35,completed
2158,12892,2025-07-30 09:15:53.775197,308.95,1,4.99,0.0,cancelled
2159,23252,2025-07-30 12:06:16.781738,794.45,5,9.99,119.17,completed
2160,17557,2025-07-30 18:50:47.134157,560.78,3,0.0,0.0,completed
2161,22923,2025-07-31 05:06:12.001849,941.83,5,4.99,141.27,completed
2162,3696,2025-07-31 06:10:57.131095,746.03,4,9.99,149.21,completed
2163,16737,2025-07-31 08:05:37.113687,323.57,2,4.99,64.71,completed
2164,1980,2025-07-31 09:23:58.641131,843.37,5,4.99,0.0,completed
2165,16850,2025-07-31 09:31:15.625457,347.99,1,4.99,0.0,completed
2166,1980,2025-07-31 10:02:40.159987,860.16,4,9.99,0.0,completed
2167,13941,2025-07-31 13:19:45.521001,830.51,5,0.0,166.1,returned
2168,22355,2025-07-31 14:39:08.587198,177.28,1,0.0,0.0,shipped
2169,19988,2025-07-31 15:53:16.829983,612.5,3,4.99,122.5,cancelled
2170,8713,2025-07-31 15:57:57.821632,150.64,1,9.99,30.13,completed
2171,15932,2025-07-31 18:13:12.803974,83.26,1,0.0,0.0,cancelled
2172,5371,2025-08-01 03:16:12.860816,518.64,2,4.99,103.73,completed
2173,21800,2025-08-01 03:41:34.030481,645.29,4,4.99,0.0,completed
2174,8049,2025-08-01 05:25:22.018789,684.08,4,9.99,0.0,completed
2175,21884,2025-08-01 06:29:09.360104,610.41,3,9.99,61.04,completed
2176,6407,2025-08-01 11:06:20.660626,540.83,3,9.99,0.0,completed
2177,13169,2025-08-01 11:27:56.813308,450.65,3,0.0,67.6,completed
2178,220,2025-08-01 13:30:41.758455,921.8,5,9.99,92.18,shipped
2179,15556,2025-08-01 15:41:24.903159,1059.2,5,9.99,0.0,cancelled
2180,6225,2025-08-01 19:51:21.444449,32.36,1,9.99,6.47,completed
2181,17730,2025-08-02 01:09:38.903572,332.84,2,0.0,0.0,completed
2182,9658,2025-08-02 03:07:36.830969,343.33,1,0.0,0.0,completed
2183,2763,2025-08-02 04:11:53.440449,440.72,2,0.0,0.0,returned
2184,13365,2025-08-02 17:32:51.876258,307.3,4,9.99,61.46,completed
2185,19625,2025-08-02 17:50:51.725909,145.66,2,4.99,21.85,completed
2186,14892,2025-08-02 18:18:41.676981,1009.02,4,4.99,0.0,completed
2187,16415,2025-08-02 18:29:57.952149,566.13,3,0.0,56.61,shipped
2188,18146,2025-08-02 21:41:03.790227,845.56,5,4.99,0.0,completed
2189,8988,2025-08-02 23:09:14.041053,94.74,2,4.99,14.21,completed
2190,11228,2025-08-02 23:52:09.154491,260.89,2,0.0,0.0,completed
2191,8148,2025-08-03 08:43:05.110169,530.84,3,0.0,0.0,completed
2192,12745,2025-08-03 10:15:17.661146,1010.78,5,9.99,101.08,returned
2193,12859,2025-08-03 15:52:57.656164,327.92,3,9.99,0.0,shipped
2194,9112,2025-08-03 18:23:57.149604,478.45,2,9.99,71.77,cancelled
2195,1290,2025-08-03 23:12:29.119320,755.2,4,4.99,75.52,completed
2196,7627,2025-08-04 01:37:31.210559,887.55,4,4.99,0.0,completed
2197,72,2025-08-04 04:29:34.790385,801.76,5,0.0,0.0,cancelled
2198,15790,2025-08-04 10:00:47.350206,586.54,4,9.99,117.31,cancelled
2199,9608,2025-08-04 10:56:04.384571,742.62,4,4.99,111.39,completed
2200,4039,2025-08-04 14:06:06.241258,419.71,2,9.99,41.97,completed
2201,17761,2025-08-04 15:30:40.292948,89.66,1,4.99,0.0,completed
2202,11669,2025-08-05 00:33:18.054725,147.43,1,0.0,14.74,completed
2203,1077,2025-08-05 03:33:27.442332,290.17,1,4.99,0.0,completed
2204,17519,2025-08-05 11:27:47.276232,107.12,1,9.99,10.71,completed
2205,11703,2025-08-05 15:38:06.894110,294.63,2,4.99,0.0,completed
2206,2366,2025-08-05 16:31:46.664531,939.41,5,4.99,140.91,completed
2207,19778,2025-08-05 17:45:51.658400,68.61,1,4.99,0.0,completed
2208,11254,2025-08-05 18:56:18.382046,772.98,5,0.0,115.95,completed
2209,11590,2025-08-05 22:02:17.084020,626.5,3,0.0,0.0,completed
2210,22966,2025-08-05 22:48:07.122884,95.28,1,0.0,0.0,cancelled
2211,13402,2025-08-06 01:18:36.559604,288.71,1,0.0,43.31,shipped
2212,24538,2025-08-06 02:31:18.035772,262.06,1,9.99,0.0,cancelled
2213,14337,2025-08-06 02:42:58.689330,703.9,4,9.99,140.78,completed
2214,6869,2025-08-06 02:45:36.797820,548.28,5,9.99,109.66,completed
2215,14816,2025-08-06 05:31:58.480247,234.87,3,0.0,23.49,completed
2216,7853,2025-08-06 09:04:55.994193,588.24,3,9.99,0.0,completed
2217,16760,2025-08-06 11:44:39.576568,369.53,3,0.0,36.95,completed
2218,8,2025-08-06 14:32:39.308674,581.64,3,4.99,0.0,completed
2219,18542,2025-08-06 20:06:37.499989,748.27,3,0.0,149.65,completed
2220,9259,2025-08-06 20:56:47.063143,74.36,1,4.99,14.87,completed
2221,7435,2025-08-06 23:35:55.189458,641.21,3,0.0,64.12,completed
2222,18757,2025-08-07 01:31:03.611291,283.16,1,4.99,56.63,shipped
2223,13124,2025-08-07 14:46:04.726761,144.73,1,4.99,0.0,completed
2224,9412,2025-08-07 18:02:09.221101,949.77,5,0.0,0.0,completed
2225,18735,2025-08-08 12:25:57.962234,689.34,5,0.0,0.0,completed
2226,18164,2025-08-08 13:13:34.508173,303.13,1,4.99,45.47,returned
2227,17263,2025-08-08 16:10:11.870029,332.31,2,4.99,33.23,completed
2228,17986,2025-08-08 16:27:41.994682,790.76,5,0.0,158.15,completed
2229,1212,2025-08-08 17:50:01.009768,526.98,3,4.99,79.05,completed
2230,20652,2025-08-08 18:53:20.788983,209.8,1,4.99,0.0,completed
2231,20056,2025-08-08 19:45:11.401665,1120.63,4,0.0,168.09,completed
2232,13048,2025-08-08 21:08:51.699887,286.07,2,9.99,0.0,cancelled
2233,18326,2025-08-08 22:38:09.522343,487.69,5,4.99,48.77,completed
2234,17535,2025-08-09 02:07:44.262958,608.41,3,4.99,121.68,completed
2235,19349,2025-08-09 08:42:32.801955,731.98,4,0.0,0.0,cancelled
2236,24574,2025-08-09 14:31:42.182308,515.34,2,9.99,77.3,completed
2237,8406,2025-08-09 18:02:46.953657,182.79,2,0.0,27.42,completed
2238,19348,2025-08-09 19:42:15.395402,338.03,2,0.0,0.0,completed
2239,3458,2025-08-09 20:55:54.676043,641.04,3,9.99,96.16,returned
2240,9422,2025-08-09 23:27:44.945263,826.85,4,0.0,0.0,completed
2241,2007,2025-08-10 02:16:16.831697,464.39,4,0.0,69.66,completed
2242,11649,2025-08-10 03:46:41.329227,586.17,3,4.99,0.0,cancelled
2243,10498,2025-08-10 06:08:17.155497,605.49,5,9.99,90.82,completed
2244,9659,2025-08-10 09:57:52.987731,133.76,1,4.99,0.0,completed
2245,9954,2025-08-10 16:19:43.440381,732.48,4,0.0,146.5,completed
2246,1921,2025-08-10 18:59:39.179910,84.6,2,4.99,12.69,completed
2247,14710,2025-08-11 00:28:12.549696,173.85,2,4.99,34.77,shipped
2248,21391,2025-08-11 08:49:14.382884,1224.28,5,4.99,244.86,completed
2249,23457,2025-08-11 09:57:22.227687,229.2,1,4.99,34.38,completed
2250,13910,2025-08-11 12:20:16.907401,748.49,4,9.99,149.7,completed
2251,2662,2025-08-11 12:23:08.506802,1313.77,5,4.99,262.75,shipped
2252,11464,2025-08-11 12:32:51.294572,1175.63,5,9.99,176.34,completed
2253,2995,2025-08-11 13:05:37.209496,612.51,4,9.99,91.88,completed
2254,19074,2025-08-11 16:13:21.605445,635.18,4,4.99,0.0,completed
2255,24919,2025-08-11 22:44:11.587668,711.32,4,9.99,106.7,cancelled
2256,4664,2025-08-12 00:23:10.277794,689.23,5,4.99,103.38,completed
2257,12090,2025-08-12 06:06:33.615914,717.76,3,4.99,71.78,cancelled
2258,14166,2025-08-12 13:15:50.256185,450.17,3,4.99,45.02,completed
2259,23390,2025-08-12 20:39:22.478575,176.85,1,9.99,35.37,completed
2260,8846,2025-08-13 01:57:03.548211,621.46,3,4.99,0.0,completed
2261,17516,2025-08-13 04:54:42.863042,667.83,5,0.0,66.78,completed
2262,19614,2025-08-13 07:42:09.669804,527.0,2,0.0,52.7,completed
2263,8783,2025-08-13 13:09:24.809917,324.55,3,0.0,0.0,completed
2264,8839,2025-08-13 14:35:29.367102,656.65,3,9.99,0.0,completed
2265,11145,2025-08-13 22:14:54.700462,46.25,1,0.0,0.0,completed
2266,4342,2025-08-14 01:04:54.927715,98.07,1,9.99,0.0,completed
2267,15568,2025-08-14 02:12:26.158974,601.47,2,0.0,0.0,cancelled
2268,18886,2025-08-14 06:38:54.629480,299.99,2,0.0,0.0,completed
2269,22102,2025-08-14 10:19:34.456954,506.5,4,4.99,75.97,shipped
2270,2529,2025-08-14 17:18:25.357696,104.66,1,0.0,0.0,returned
2271,13632,2025-08-14 19:31:21.084522,621.59,3,9.99,0.0,completed
2272,23899,2025-08-15 00:01:39.191232,512.76,3,9.99,51.28,completed
2273,11317,2025-08-15 02:31:00.593857,939.04,4,9.99,0.0,completed
2274,11964,2025-08-15 03:51:48.434943,316.99,1,9.99,0.0,completed
2275,6689,2025-08-15 03:59:17.328295,950.72,5,4.99,95.07,completed
2276,10766,2025-08-15 10:59:56.521333,100.14,1,9.99,0.0,completed
2277,24293,2025-08-15 20:32:16.703230,60.49,1,0.0,0.0,cancelled
2278,17019,2025-08-15 23:06:16.308733,759.31,4,9.99,0.0,completed
2279,14441,2025-08-16 02:21:13.095634,921.27,5,4.99,184.25,completed
2280,22034,2025-08-16 05:32:10.342688,388.67,4,0.0,0.0,completed
2281,4746,2025-08-16 06:16:18.920472,287.65,2,9.99,43.15,completed
2282,1216,2025-08-16 11:16:55.944927,215.06,1,9.99,0.0,completed
2283,21641,2025-08-16 14:11:22.415959,225.13,2,9.99,0.0,completed
2284,6941,2025-08-16 14:58:15.285806,242.47,2,4.99,0.0,completed
2285,22337,2025-08-16 19:54:34.825142,554.17,5,0.0,0.0,completed
2286,1778,2025-08-17 05:19:02.604975,845.19,4,4.99,84.52,completed
2287,13045,2025-08-17 05:25:47.380153,117.22,1,9.99,17.58,completed
2288,16322,2025-08-17 16:25:42.186451,83.2,1,0.0,12.48,completed
2289,14746,2025-08-17 16:47:13.087125,973.96,5,9.99,0.0,completed
2290,2943,2025-08-17 19:33:18.993006,441.33,5,9.99,0.0,cancelled
2291,15244,2025-08-17 19:59:36.707931,268.29,1,0.0,0.0,completed
2292,18147,2025-08-17 22:51:12.730589,485.51,2,4.99,97.1,cancelled
2293,24229,2025-08-18 03:18:15.312416,367.06,3,0.0,55.06,completed
2294,10579,2025-08-18 05:55:32.708220,238.76,1,9.99,0.0,shipped
2295,21990,2025-08-18 08:31:43.999355,692.37,4,4.99,138.47,completed
2296,20889,2025-08-18 13:10:17.894221,460.3,2,4.99,69.05,completed
2297,19054,2025-08-18 15:36:23.553701,628.55,3,9.99,125.71,returned
2298,6950,2025-08-18 19:05:42.193270,679.69,3,4.99,67.97,completed
2299,4723,2025-08-18 20:30:07.329483,298.98,1,0.0,59.8,completed
2300,2763,2025-08-18 20:40:13.712654,604.32,4,0.0,0.0,completed
2301,24380,2025-08-19 06:06:24.496262,453.01,2,9.99,90.6,completed
2302,4007,2025-08-19 15:17:12.442559,673.13,2,9.99,0.0,completed
2303,15816,2025-08-20 01:34:21.104151,876.4,4,0.0,0.0,completed
2304,8836,2025-08-20 02:04:52.887406,579.06,2,4.99,0.0,completed
2305,8489,2025-08-20 07:19:30.804463,347.07,1,4.99,34.71,shipped
2306,16506,2025-08-20 07:55:05.418261,782.09,3,4.99,0.0,completed
2307,21221,2025-08-20 07:59:02.514618,869.2,5,4.99,130.38,completed
2308,13380,2025-08-20 13:10:15.179114,452.27,3,0.0,0.0,cancelled
2309,11925,2025-08-20 13:54:54.957383,557.13,4,0.0,83.57,completed
2310,2252,2025-08-20 17:21:54.051918,41.19,1,9.99,6.18,completed
2311,21865,2025-08-20 19:55:49.942985,263.3,2,0.0,0.0,completed
2312,16554,2025-08-20 20:41:45.458747,441.48,2,0.0,88.3,completed
2313,23757,2025-08-20 22:21:24.003645,271.47,1,4.99,0.0,completed
2314,14936,2025-08-21 02:22:58.016318,537.89,2,9.99,107.58,cancelled
2315,9083,2025-08-21 05:52:23.869005,490.57,3,9.99,0.0,shipped
2316,8296,2025-08-21 12:36:37.215065,167.81,1,0.0,0.0,completed
2317,12034,2025-08-21 13:40:34.319511,576.44,2,0.0,86.47,shipped
2318,14791,2025-08-21 15:44:47.112087,49.13,1,0.0,0.0,completed
2319,3066,2025-08-21 17:28:57.837203,433.91,3,9.99,43.39,completed
2320,13396,2025-08-21 21:08:44.495188,482.69,3,4.99,0.0,completed
2321,24259,2025-08-21 21:21:26.147867,1180.63,5,9.99,236.13,shipped
2322,16237,2025-08-21 23:35:42.318746,1020.85,4,9.99,204.17,completed
2323,18500,2025-08-22 03:36:42.585052,221.51,2,0.0,0.0,returned
2324,23390,2025-08-22 03:56:45.162605,1178.83,4,0.0,0.0,completed
2325,9132,2025-08-22 06:44:37.752655,325.47,2,0.0,0.0,completed
2326,14196,2025-08-22 09:02:29.595986,363.85,3,9.99,36.39,completed
2327,23107,2025-08-22 11:28:37.890608,888.95,4,9.99,0.0,completed
2328,22121,2025-08-22 12:22:32.574884,628.48,3,4.99,0.0,completed
2329,6157,2025-08-22 14:17:39.063575,501.88,2,4.99,0.0,completed
2330,18156,2025-08-23 01:44:33.888237,826.42,4,9.99,165.28,completed
2331,19034,2025-08-23 05:52:29.563086,522.85,2,9.99,104.57,completed
2332,20998,2025-08-23 10:48:48.953499,344.7,3,4.99,0.0,shipped
2333,6522,2025-08-23 11:33:17.299998,1196.08,5,0.0,239.22,completed
2334,8194,2025-08-23 15:37:48.578380,1270.3,5,9.99,127.03,completed
2335,2285,2025-08-23 17:43:11.188037,1162.1,5,4.99,174.31,completed
2336,13524,2025-08-23 19:56:04.462112,156.69,1,9.99,0.0,completed
2337,8115,2025-08-24 00:51:27.779355,1215.65,4,4.99,0.0,cancelled
2338,24268,2025-08-24 01:46:50.235948,302.73,3,0.0,0.0,completed
2339,1914,2025-08-24 03:48:32.651876,926.23,4,9.99,0.0,completed
2340,282,2025-08-24 08:38:04.633229,225.32,1,0.0,0.0,completed
2341,18380,2025-08-24 10:47:04.136862,461.01,3,4.99,0.0,returned
2342,19403,2025-08-24 13:54:38.722530,794.05,5,4.99,158.81,shipped
2343,12343,2025-08-24 14:50:43.811703,736.89,3,9.99,0.0,completed
2344,16320,2025-08-24 22:30:07.769432,384.25,3,4.99,0.0,shipped
2345,396,2025-08-25 01:42:09.539068,93.47,3,9.99,18.69,completed
2346,1610,2025-08-25 15:52:03.992799,1028.77,5,4.99,0.0,completed
2347,19496,2025-08-25 19:48:12.371285,567.51,3,4.99,113.5,completed
2348,22779,2025-08-25 20:02:42.701287,524.3,4,4.99,104.86,completed
2349,17851,2025-08-26 09:42:12.153309,122.26,1,0.0,24.45,completed
2350,21720,2025-08-26 19:58:46.450411,513.32,3,0.0,0.0,completed
2351,7750,2025-08-27 02:54:23.427933,586.59,3,9.99,0.0,completed
2352,24745,2025-08-27 11:44:53.351630,1282.15,5,9.99,0.0,completed
2353,18704,2025-08-27 12:04:59.850347,524.24,2,4.99,0.0,completed
2354,6968,2025-08-27 16:38:36.127836,761.1,3,4.99,0.0,completed
2355,21067,2025-08-27 20:52:54.663268,1305.76,5,4.99,130.58,completed
2356,22801,2025-08-27 20:57:45.584238,589.41,2,9.99,58.94,cancelled
2357,1054,2025-08-28 01:22:04.326047,210.61,1,9.99,0.0,returned
2358,1557,2025-08-28 06:13:29.126774,363.88,2,0.0,0.0,completed
2359,15872,2025-08-28 06:56:28.319078,860.27,5,4.99,86.03,completed
2360,1021,2025-08-28 09:28:03.796332,684.74,5,9.99,0.0,cancelled
2361,12313,2025-08-28 09:34:38.042593,370.99,3,4.99,0.0,completed
2362,20625,2025-08-28 10:09:04.299096,980.82,5,0.0,147.12,completed
2363,11844,2025-08-28 16:11:52.908691,351.16,2,0.0,70.23,completed
2364,4068,2025-08-28 16:28:05.403663,58.55,1,0.0,0.0,completed
2365,1124,2025-08-29 01:18:03.773847,169.99,1,0.0,0.0,returned
2366,635,2025-08-29 05:29:19.309762,279.14,2,9.99,27.91,completed
2367,23326,2025-08-29 10:35:03.755741,503.89,3,4.99,0.0,completed
2368,5656,2025-08-29 11:53:05.015610,618.92,3,4.99,61.89,shipped
2369,17095,2025-08-29 14:07:35.451101,577.17,5,9.99,57.72,completed
2370,4405,2025-08-29 16:33:45.587619,530.46,3,4.99,0.0,completed
2371,17794,2025-08-29 22:47:29.200585,37.3,1,0.0,3.73,shipped
2372,21905,2025-08-30 07:33:31.619643,173.41,2,0.0,0.0,cancelled
2373,7570,2025-08-30 09:09:28.889301,447.07,2,4.99,67.06,shipped
2374,9345,2025-08-30 14:44:23.680663,190.48,1,4.99,38.1,completed
2375,11879,2025-08-31 00:22:09.267725,933.67,5,4.99,93.37,completed
2376,10603,2025-08-31 03:33:12.986060,132.37,2,4.99,13.24,completed
2377,16025,2025-08-31 03:57:40.666093,412.16,3,9.99,61.82,completed
